id_siniestro;fecha_siniestro;anio_siniestro;modo_desplazamiento_victima;sexo_victima;edad_victima;GRAVEdad_victima;rol_victima;fecha_fallecimiento_victima
LC-2024-0703196;2024-11-28;2024;PEATON;F;69;GRAVE;PEATON;
LC-2024-0702999;2024-11-28;2024;PEATON;F;34;LEVE;PEATON;
LC-2024-0702811;2024-11-28;2024;PEATON;F;35;LEVE;PEATON;
LC-2024-0702855;2024-11-28;2024;PEATON;F;37;LEVE;PEATON;
LC-2024-0702895;2024-11-28;2024;PEATON;F;37;LEVE;PEATON;
LC-2024-0702576;2024-11-28;2024;PEATON;F;91;LEVE;PEATON;
LC-2024-0710140;2024-11-29;2024;PEATON;F;51;LEVE;PEATON;
LC-2024-0705785;2024-11-29;2024;PEATON;F;55;LEVE;PEATON;
LC-2024-0707971;2024-11-30;2024;PEATON;F;76;GRAVE;PEATON;
LC-2024-0712162;2024-12-02;2024;PEATON;F;39;LEVE;PEATON;
LC-2024-0712640;2024-12-02;2024;PEATON;F;54;LEVE;PEATON;
LC-2024-0714032;2024-12-02;2024;PEATON;F;54;LEVE;PEATON;
LC-2024-0712467;2024-12-02;2024;PEATON;F;63;LEVE;PEATON;
LC-2024-0715159;2024-12-03;2024;PEATON;F;14;GRAVE;PEATON;
LC-2024-0714975;2024-12-03;2024;PEATON;F;6;LEVE;PEATON;
LC-2024-0713300;2024-12-03;2024;PEATON;F;28;LEVE;PEATON;
LC-2024-0714496;2024-12-03;2024;PEATON;F;43;LEVE;PEATON;
LC-2024-0713664;2024-12-03;2024;PEATON;F;53;LEVE;PEATON;
LC-2024-0713543;2024-12-03;2024;PEATON;F;57;LEVE;PEATON;
LC-2024-0729872;2024-12-03;2024;PEATON;F;65;LEVE;PEATON;
LC-2024-0716908;2024-12-03;2024;PEATON;F;71;LEVE;PEATON;
LC-2024-0717615;2024-12-04;2024;PEATON;F;33;GRAVE;PEATON;
LC-2024-0720124;2024-12-05;2024;PEATON;F;30;LEVE;PEATON;
LC-2024-0722958;2024-12-06;2024;PEATON;F;55;LEVE;PEATON;
LC-2024-0721906;2024-12-06;2024;PEATON;F;62;LEVE;PEATON;
HC-2024-0721041;2024-12-06;2024;PEATON;F;69;MORTAL;PEATON;2024-12-6
LC-2024-0723701;2024-12-07;2024;PEATON;F;25;LEVE;PEATON;
LC-2024-0723058;2024-12-07;2024;PEATON;F;59;LEVE;PEATON;
LC-2024-0723058;2024-12-07;2024;PEATON;F;61;LEVE;PEATON;
HC-2024-0725295;2024-12-08;2024;PEATON;F;81;MORTAL;PEATON;2024-12-27
LC-2024-0725695;2024-12-09;2024;PEATON;F;24;LEVE;PEATON;
LC-2024-0726844;2024-12-09;2024;PEATON;F;74;LEVE;PEATON;
LC-2024-0728946;2024-12-10;2024;PEATON;F;8;LEVE;PEATON;
LC-2024-0729373;2024-12-10;2024;PEATON;F;43;LEVE;PEATON;
LC-2024-0730196;2024-12-10;2024;PEATON;F;51;LEVE;PEATON;
LC-2024-0729295;2024-12-10;2024;PEATON;F;57;LEVE;PEATON;
LC-2024-0732658;2024-12-11;2024;PEATON;F;6;LEVE;PEATON;
LC-2024-0734298;2024-12-11;2024;PEATON;F;31;LEVE;PEATON;
LC-2024-0736007;2024-12-11;2024;PEATON;F;32;LEVE;PEATON;
LC-2024-0735478;2024-12-12;2024;PEATON;F;15;LEVE;PEATON;
LC-2024-0736510;2024-12-12;2024;PEATON;F;20;LEVE;PEATON;
LC-2024-0736156;2024-12-12;2024;PEATON;F;48;LEVE;PEATON;
LC-2024-0738017;2024-12-13;2024;PEATON;F;44;GRAVE;PEATON;
LC-2024-0739373;2024-12-13;2024;PEATON;F;63;GRAVE;PEATON;
LC-2024-0747792;2024-12-16;2024;PEATON;F;24;LEVE;PEATON;
LC-2024-0749959;2024-12-17;2024;PEATON;F;19;LEVE;PEATON;
LC-2024-0749586;2024-12-17;2024;PEATON;F;26;LEVE;PEATON;
LC-2024-0751141;2024-12-17;2024;PEATON;F;27;LEVE;PEATON;
LC-2024-0750108;2024-12-17;2024;PEATON;F;39;LEVE;PEATON;
LC-2024-0752573;2024-12-17;2024;PEATON;F;51;LEVE;PEATON;
LC-2024-0751057;2024-12-17;2024;PEATON;F;69;LEVE;PEATON;
LC-2024-0755087;2024-12-18;2024;PEATON;F;78;GRAVE;PEATON;
LC-2024-0755076;2024-12-18;2024;PEATON;F;91;GRAVE;PEATON;
LC-2024-0754581;2024-12-18;2024;PEATON;F;70;LEVE;PEATON;
LC-2024-0758484;2024-12-19;2024;PEATON;F;63;LEVE;PEATON;
LC-2024-0760454;2024-12-20;2024;PEATON;F;31;LEVE;PEATON;
LC-2024-0761014;2024-12-20;2024;PEATON;F;46;LEVE;PEATON;
LC-2024-0760504;2024-12-20;2024;PEATON;F;52;LEVE;PEATON;
LC-2024-0760657;2024-12-20;2024;PEATON;F;70;LEVE;PEATON;
LC-2024-0761031;2024-12-20;2024;PEATON;F;79;LEVE;PEATON;
HC-2024-0760837;2024-12-20;2024;PEATON;F;75;MORTAL;PEATON;2024-12-21
LC-2024-0763008;2024-12-21;2024;PEATON;F;28;GRAVE;PEATON;
LC-2024-0763330;2024-12-21;2024;PEATON;F;22;LEVE;PEATON;
LC-2024-0763347;2024-12-21;2024;PEATON;F;28;LEVE;PEATON;
LC-2024-0763347;2024-12-21;2024;PEATON;F;30;LEVE;PEATON;
LC-2024-0762140;2024-12-21;2024;PEATON;F;70;LEVE;PEATON;
LC-2024-0768421;2024-12-23;2024;PEATON;F;3;LEVE;PEATON;
LC-2024-0767274;2024-12-23;2024;PEATON;F;20;LEVE;PEATON;
LC-2024-0768949;2024-12-23;2024;PEATON;F;37;LEVE;PEATON;
LC-2024-0769047;2024-12-23;2024;PEATON;F;56;LEVE;PEATON;
LC-2024-0769047;2024-12-23;2024;PEATON;F;60;LEVE;PEATON;
LC-2024-0767838;2024-12-23;2024;PEATON;F;63;LEVE;PEATON;
LC-2024-0770569;2024-12-24;2024;PEATON;F;59;LEVE;PEATON;
LC-2024-0775188;2024-12-26;2024;PEATON;F;16;LEVE;PEATON;
LC-2024-0775748;2024-12-26;2024;PEATON;F;45;LEVE;PEATON;
LC-2024-0775188;2024-12-26;2024;PEATON;F;47;LEVE;PEATON;
LC-2024-0775935;2024-12-26;2024;PEATON;F;68;LEVE;PEATON;
LC-2024-0775869;2024-12-26;2024;PEATON;F;76;LEVE;PEATON;
LC-2024-0779797;2024-12-28;2024;PEATON;F;44;LEVE;PEATON;
LC-2024-0779797;2024-12-28;2024;PEATON;F;44;LEVE;PEATON;
LC-2024-0781479;2024-12-29;2024;PEATON;F;50;LEVE;PEATON;
LC-2024-0784325;2024-12-30;2024;PEATON;F;22;LEVE;PEATON;
LC-2024-0783480;2024-12-30;2024;PEATON;F;53;LEVE;PEATON;
LC-2019-0000600;2019-01-01;2019;SD;F;1;LEVE;SD;
LC-2019-0000136;2019-01-01;2019;SD;F;21;LEVE;SD;
LC-2019-0000082;2019-01-01;2019;SD;F;32;LEVE;SD;
LC-2019-0000194;2019-01-01;2019;SD;F;33;LEVE;SD;
LC-2019-0000445;2019-01-01;2019;SD;F;42;LEVE;SD;
LC-2019-0000082;2019-01-01;2019;SD;F;45;LEVE;SD;
LC-2019-0000636;2019-01-01;2019;SD;F;62;LEVE;SD;
LC-2019-0000686;2019-01-01;2019;SD;F;67;LEVE;SD;
LC-2019-0005235;2019-01-01;2019;SD;F;75;LEVE;SD;
LC-2019-0000963;2019-01-02;2019;SD;F;3;LEVE;SD;
LC-2019-0000963;2019-01-02;2019;SD;F;27;LEVE;SD;
LC-2019-0003220;2019-01-02;2019;SD;F;28;LEVE;SD;
LC-2019-0000963;2019-01-02;2019;SD;F;33;LEVE;SD;
LC-2019-0000928;2019-01-02;2019;SD;F;40;LEVE;SD;
LC-2019-0000963;2019-01-02;2019;SD;F;48;LEVE;SD;
LC-2019-0001754;2019-01-02;2019;SD;F;49;LEVE;SD;
LC-2019-0005638;2019-01-03;2019;SD;F;36;LEVE;SD;
LC-2019-0003862;2019-01-03;2019;SD;F;37;LEVE;SD;
LC-2019-0004442;2019-01-03;2019;SD;F;38;LEVE;SD;
LC-2019-0004229;2019-01-03;2019;SD;F;43;LEVE;SD;
LC-2019-0005622;2019-01-03;2019;SD;F;64;LEVE;SD;
LC-2019-0003884;2019-01-03;2019;SD;F;SD;LEVE;SD;
LC-2019-0004565;2019-01-03;2019;SD;F;SD;LEVE;SD;
LC-2019-0004622;2019-01-03;2019;SD;F;SD;LEVE;SD;
LC-2019-0005681;2019-01-03;2019;SD;F;SD;LEVE;SD;
LC-2019-0006789;2019-01-04;2019;SD;F;5;LEVE;SD;
LC-2019-0006068;2019-01-04;2019;SD;F;20;LEVE;SD;
LC-2019-0008227;2019-01-04;2019;SD;F;26;LEVE;SD;
LC-2019-0008283;2019-01-04;2019;SD;F;26;LEVE;SD;
LC-2019-0007536;2019-01-04;2019;SD;F;28;LEVE;SD;
LC-2019-0008388;2019-01-04;2019;SD;F;34;LEVE;SD;
LC-2019-0008493;2019-01-04;2019;SD;F;34;LEVE;SD;
LC-2019-0011897;2019-01-04;2019;SD;F;38;LEVE;SD;
LC-2019-0008077;2019-01-04;2019;SD;F;44;LEVE;SD;
LC-2019-0008314;2019-01-04;2019;SD;F;55;LEVE;SD;
LC-2019-0007778;2019-01-04;2019;SD;F;56;LEVE;SD;
LC-2019-0008238;2019-01-04;2019;SD;F;69;LEVE;SD;
LC-2019-0008238;2019-01-04;2019;SD;F;69;LEVE;SD;
LC-2019-0006837;2019-01-04;2019;SD;F;SD;LEVE;SD;
LC-2019-0006857;2019-01-04;2019;SD;F;SD;LEVE;SD;
LC-2019-0008388;2019-01-04;2019;SD;F;SD;LEVE;SD;
LC-2019-0008388;2019-01-04;2019;SD;F;SD;LEVE;SD;
LC-2019-0009580;2019-01-05;2019;SD;F;6;LEVE;SD;
LC-2019-0010621;2019-01-05;2019;SD;F;12;LEVE;SD;
LC-2019-0008974;2019-01-05;2019;SD;F;29;LEVE;SD;
LC-2019-0009722;2019-01-05;2019;SD;F;30;LEVE;SD;
LC-2019-0009392;2019-01-05;2019;SD;F;40;LEVE;SD;
LC-2019-0009312;2019-01-05;2019;SD;F;74;LEVE;SD;
LC-2019-0012840;2019-01-05;2019;SD;F;83;LEVE;SD;
LC-2019-0010730;2019-01-06;2019;SD;F;12;LEVE;SD;
LC-2019-0010884;2019-01-06;2019;SD;F;12;LEVE;SD;
LC-2019-0010145;2019-01-06;2019;SD;F;35;LEVE;SD;
LC-2019-0010983;2019-01-06;2019;SD;F;44;LEVE;SD;
LC-2019-0010983;2019-01-06;2019;SD;F;44;LEVE;SD;
LC-2019-0013652;2019-01-07;2019;SD;F;2;LEVE;SD;
LC-2019-0013412;2019-01-07;2019;SD;F;9;LEVE;SD;
LC-2019-0013857;2019-01-07;2019;SD;F;13;LEVE;SD;
LC-2019-0013652;2019-01-07;2019;SD;F;35;LEVE;SD;
LC-2019-0013652;2019-01-07;2019;SD;F;35;LEVE;SD;
LC-2019-0013440;2019-01-07;2019;SD;F;49;LEVE;SD;
LC-2019-0012578;2019-01-07;2019;SD;F;74;LEVE;SD;
LC-2019-0016012;2019-01-08;2019;SD;F;17;LEVE;SD;
LC-2019-0013850;2019-01-08;2019;SD;F;29;LEVE;SD;
LC-2019-0014787;2019-01-08;2019;SD;F;30;LEVE;SD;
LC-2019-0015614;2019-01-08;2019;SD;F;31;LEVE;SD;
LC-2019-0015241;2019-01-08;2019;SD;F;64;LEVE;SD;
LC-2019-0017068;2019-01-09;2019;SD;F;24;LEVE;SD;
LC-2019-0018207;2019-01-09;2019;SD;F;33;LEVE;SD;
LC-2019-0017068;2019-01-09;2019;SD;F;43;LEVE;SD;
LC-2019-0031883;2019-01-09;2019;SD;F;55;LEVE;SD;
LC-2019-0017068;2019-01-09;2019;SD;F;58;LEVE;SD;
LC-2019-0016388;2019-01-09;2019;SD;F;SD;LEVE;SD;
LC-2019-0018592;2019-01-09;2019;SD;F;SD;LEVE;SD;
LC-2019-0018630;2019-01-09;2019;SD;F;SD;LEVE;SD;
LC-2019-0020257;2019-01-10;2019;SD;F;42;LEVE;SD;
LC-2019-0020496;2019-01-10;2019;SD;F;62;LEVE;SD;
LC-2019-0021365;2019-01-11;2019;SD;F;28;LEVE;SD;
LC-2019-0022670;2019-01-11;2019;SD;F;35;LEVE;SD;
LC-2019-0022606;2019-01-11;2019;SD;F;36;LEVE;SD;
LC-2019-0022790;2019-01-11;2019;SD;F;43;LEVE;SD;
LC-2019-0022275;2019-01-11;2019;SD;F;54;LEVE;SD;
LC-2019-0023164;2019-01-11;2019;SD;F;58;LEVE;SD;
LC-2019-0022492;2019-01-11;2019;SD;F;64;LEVE;SD;
LC-2019-0022298;2019-01-11;2019;SD;F;67;LEVE;SD;
LC-2019-0022348;2019-01-11;2019;SD;F;74;LEVE;SD;
LC-2019-0022256;2019-01-11;2019;SD;F;SD;LEVE;SD;
LC-2019-0023599;2019-01-11;2019;SD;F;SD;LEVE;SD;
LC-2019-0040263;2019-01-11;2019;SD;F;SD;LEVE;SD;
LC-2019-0023906;2019-01-12;2019;AUTO;F;39;GRAVE;SD;
LC-2019-0023906;2019-01-12;2019;AUTO;F;SD;GRAVE;SD;
LC-2019-0023692;2019-01-12;2019;SD;F;24;LEVE;SD;
LC-2019-0024265;2019-01-12;2019;SD;F;32;LEVE;SD;
LC-2019-0024755;2019-01-12;2019;SD;F;34;LEVE;SD;
LC-2019-0024600;2019-01-12;2019;SD;F;35;LEVE;SD;
LC-2019-0024778;2019-01-12;2019;SD;F;38;LEVE;SD;
LC-2019-0033162;2019-01-12;2019;SD;F;58;LEVE;SD;
LC-2019-0024257;2019-01-12;2019;SD;F;70;LEVE;SD;
LC-2019-0025154;2019-01-13;2019;SD;F;28;LEVE;SD;
LC-2019-0025134;2019-01-13;2019;SD;F;33;LEVE;SD;
LC-2019-0052617;2019-01-13;2019;SD;F;36;LEVE;SD;
LC-2019-0025033;2019-01-13;2019;SD;F;41;LEVE;SD;
LC-2019-0025428;2019-01-13;2019;SD;F;41;LEVE;SD;
LC-2019-0025428;2019-01-13;2019;SD;F;41;LEVE;SD;
LC-2019-0025109;2019-01-13;2019;SD;F;45;LEVE;SD;
LC-2019-0025411;2019-01-13;2019;TAXI;F;33;GRAVE;SD;
LC-2019-0026635;2019-01-14;2019;SD;F;20;LEVE;SD;
LC-2019-0025831;2019-01-14;2019;SD;F;21;LEVE;SD;
LC-2019-0027769;2019-01-14;2019;SD;F;25;LEVE;SD;
LC-2019-0025841;2019-01-14;2019;SD;F;48;LEVE;SD;
LC-2019-0025841;2019-01-14;2019;SD;F;48;LEVE;SD;
LC-2019-0030752;2019-01-14;2019;SD;F;60;LEVE;SD;
LC-2019-0027204;2019-01-14;2019;SD;F;SD;LEVE;SD;
LC-2019-0027620;2019-01-14;2019;SD;F;SD;LEVE;SD;
LC-2019-0027679;2019-01-14;2019;SD;F;SD;LEVE;SD;
LC-2019-0028782;2019-01-15;2019;SD;F;6;LEVE;SD;
LC-2019-0028731;2019-01-15;2019;SD;F;7;LEVE;SD;
LC-2019-0030128;2019-01-15;2019;SD;F;22;LEVE;SD;
LC-2019-0030786;2019-01-15;2019;SD;F;29;LEVE;SD;
LC-2019-0028731;2019-01-15;2019;SD;F;32;LEVE;SD;
LC-2019-0028731;2019-01-15;2019;SD;F;32;LEVE;SD;
LC-2019-0030658;2019-01-15;2019;SD;F;33;LEVE;SD;
LC-2019-0030272;2019-01-15;2019;SD;F;57;LEVE;SD;
LC-2019-0028657;2019-01-15;2019;SD;F;59;LEVE;SD;
LC-2019-0029065;2019-01-15;2019;SD;F;SD;LEVE;SD;
LC-2019-0029065;2019-01-15;2019;SD;F;SD;LEVE;SD;
LC-2019-0030574;2019-01-15;2019;SD;F;SD;LEVE;SD;
LC-2019-0033440;2019-01-16;2019;SD;F;6;LEVE;SD;
LC-2019-0033180;2019-01-16;2019;SD;F;23;LEVE;SD;
LC-2019-0037717;2019-01-16;2019;SD;F;29;LEVE;SD;
LC-2019-0032487;2019-01-16;2019;SD;F;40;LEVE;SD;
LC-2019-0032487;2019-01-16;2019;SD;F;40;LEVE;SD;
LC-2019-0033412;2019-01-16;2019;SD;F;66;LEVE;SD;
LC-2019-0033368;2019-01-16;2019;SD;F;SD;LEVE;SD;
LC-2019-0033399;2019-01-16;2019;SD;F;SD;LEVE;SD;
LC-2019-0043540;2019-01-16;2019;SD;F;SD;LEVE;SD;
LC-2019-0036172;2019-01-17;2019;SD;F;23;LEVE;SD;
LC-2019-0035011;2019-01-17;2019;SD;F;24;LEVE;SD;
LC-2019-0036035;2019-01-17;2019;SD;F;27;LEVE;SD;
LC-2019-0034710;2019-01-17;2019;SD;F;29;LEVE;SD;
LC-2019-0036051;2019-01-17;2019;SD;F;31;LEVE;SD;
LC-2019-0035269;2019-01-17;2019;SD;F;43;LEVE;SD;
LC-2019-0035843;2019-01-17;2019;SD;F;43;LEVE;SD;
LC-2019-0035884;2019-01-17;2019;SD;F;65;LEVE;SD;
LC-2019-0045960;2019-01-17;2019;SD;F;66;LEVE;SD;
LC-2019-0033646;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0033821;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0036233;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0036257;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0037893;2019-01-18;2019;SD;F;1;LEVE;SD;
LC-2019-0037893;2019-01-18;2019;SD;F;24;LEVE;SD;
LC-2019-0037893;2019-01-18;2019;SD;F;24;LEVE;SD;
LC-2019-0036762;2019-01-18;2019;SD;F;25;LEVE;SD;
LC-2019-0039169;2019-01-18;2019;SD;F;36;LEVE;SD;
LC-2019-0038880;2019-01-18;2019;SD;F;38;LEVE;SD;
LC-2019-0037547;2019-01-18;2019;SD;F;41;LEVE;SD;
LC-2019-0037791;2019-01-18;2019;SD;F;67;LEVE;SD;
LC-2019-0037563;2019-01-18;2019;SD;F;71;LEVE;SD;
LC-2019-0038915;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0039050;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0039494;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0052190;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0039446;2019-01-19;2019;SD;F;17;LEVE;SD;
LC-2019-0044720;2019-01-19;2019;SD;F;19;LEVE;SD;
LC-2019-0039736;2019-01-19;2019;SD;F;27;LEVE;SD;
LC-2019-0040616;2019-01-19;2019;SD;F;37;LEVE;SD;
LC-2019-0040126;2019-01-19;2019;SD;F;49;LEVE;SD;
LC-2019-0040179;2019-01-19;2019;SD;F;61;LEVE;SD;
LC-2019-0042297;2019-01-19;2019;SD;F;64;LEVE;SD;
LC-2019-0073192;2019-01-19;2019;SD;F;71;LEVE;SD;
LC-2019-0040126;2019-01-19;2019;SD;F;SD;LEVE;SD;
LC-2019-0040286;2019-01-19;2019;SD;F;SD;LEVE;SD;
LC-2019-0041573;2019-01-20;2019;SD;F;23;LEVE;SD;
LC-2019-0040743;2019-01-20;2019;SD;F;29;LEVE;SD;
LC-2019-0041708;2019-01-20;2019;SD;F;32;LEVE;SD;
LC-2019-0040917;2019-01-20;2019;SD;F;47;LEVE;SD;
LC-2019-0041708;2019-01-20;2019;SD;F;57;LEVE;SD;
LC-2019-0041398;2019-01-20;2019;SD;F;SD;LEVE;SD;
LC-2019-0049022;2019-01-21;2019;SD;F;48;LEVE;SD;
LC-2019-0042071;2019-01-21;2019;SD;F;57;LEVE;SD;
LC-2019-0044259;2019-01-21;2019;SD;F;61;LEVE;SD;
LC-2019-0042790;2019-01-21;2019;SD;F;77;LEVE;SD;
LC-2019-0047388;2019-01-22;2019;SD;F;37;LEVE;SD;
LC-2019-0047388;2019-01-22;2019;SD;F;37;LEVE;SD;
LC-2019-0056799;2019-01-22;2019;SD;F;37;LEVE;SD;
LC-2019-0047039;2019-01-22;2019;SD;F;50;LEVE;SD;
LC-2019-0047039;2019-01-22;2019;SD;F;50;LEVE;SD;
LC-2019-0045822;2019-01-22;2019;SD;F;51;LEVE;SD;
LC-2019-0045807;2019-01-22;2019;SD;F;60;LEVE;SD;
LC-2019-0047479;2019-01-22;2019;SD;F;SD;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049949;2019-01-23;2019;SD;F;17;LEVE;SD;
LC-2019-0049949;2019-01-23;2019;SD;F;17;LEVE;SD;
LC-2019-0048674;2019-01-23;2019;SD;F;22;LEVE;SD;
LC-2019-0048442;2019-01-23;2019;SD;F;29;LEVE;SD;
LC-2019-0048830;2019-01-23;2019;SD;F;43;LEVE;SD;
LC-2019-0062792;2019-01-23;2019;SD;F;46;LEVE;SD;
LC-2019-0051056;2019-01-23;2019;SD;F;52;LEVE;SD;
LC-2019-0049690;2019-01-23;2019;SD;F;59;LEVE;SD;
LC-2019-0048531;2019-01-23;2019;SD;F;SD;LEVE;SD;
LC-2019-0051508;2019-01-24;2019;SD;F;21;LEVE;SD;
LC-2019-0050175;2019-01-24;2019;SD;F;23;LEVE;SD;
LC-2019-0050343;2019-01-24;2019;SD;F;30;LEVE;SD;
LC-2019-0052649;2019-01-24;2019;SD;F;39;LEVE;SD;
LC-2019-0052598;2019-01-24;2019;SD;F;42;LEVE;SD;
LC-2019-0050276;2019-01-24;2019;SD;F;44;LEVE;SD;
LC-2019-0050947;2019-01-24;2019;SD;F;68;LEVE;SD;
LC-2019-0051464;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0052402;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0052402;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0052412;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0053944;2019-01-25;2019;SD;F;24;LEVE;SD;
LC-2019-0052864;2019-01-25;2019;SD;F;26;LEVE;SD;
LC-2019-0067231;2019-01-25;2019;SD;F;33;LEVE;SD;
LC-2019-0052619;2019-01-25;2019;SD;F;34;LEVE;SD;
LC-2019-0054445;2019-01-25;2019;SD;F;38;LEVE;SD;
LC-2019-0054624;2019-01-25;2019;SD;F;38;LEVE;SD;
LC-2019-0054484;2019-01-25;2019;SD;F;41;LEVE;SD;
LC-2019-0072608;2019-01-25;2019;SD;F;43;LEVE;SD;
LC-2019-0053496;2019-01-25;2019;SD;F;46;LEVE;SD;
LC-2019-0053554;2019-01-25;2019;SD;F;46;LEVE;SD;
LC-2019-0053435;2019-01-25;2019;SD;F;57;LEVE;SD;
LC-2019-0053916;2019-01-25;2019;SD;F;73;LEVE;SD;
LC-2019-0053509;2019-01-25;2019;SD;F;75;LEVE;SD;
LC-2019-0053975;2019-01-25;2019;SD;F;SD;LEVE;SD;
LC-2019-0054661;2019-01-25;2019;SD;F;SD;LEVE;SD;
LC-2019-0054702;2019-01-25;2019;SD;F;SD;LEVE;SD;
LC-2019-0055122;2019-01-26;2019;SD;F;28;LEVE;SD;
LC-2019-0056994;2019-01-27;2019;SD;F;29;LEVE;SD;
LC-2019-0056420;2019-01-27;2019;SD;F;33;LEVE;SD;
LC-2019-0056889;2019-01-27;2019;SD;F;40;LEVE;SD;
LC-2019-0056354;2019-01-27;2019;SD;F;43;LEVE;SD;
LC-2019-0056704;2019-01-27;2019;SD;F;43;LEVE;SD;
LC-2019-0056706;2019-01-27;2019;SD;F;65;LEVE;SD;
LC-2019-0056470;2019-01-27;2019;SD;F;69;LEVE;SD;
LC-2019-0057074;2019-01-27;2019;SD;F;SD;LEVE;SD;
LC-2019-0058658;2019-01-28;2019;SD;F;23;LEVE;SD;
LC-2019-0057541;2019-01-28;2019;SD;F;26;LEVE;SD;
LC-2019-0058778;2019-01-28;2019;SD;F;26;LEVE;SD;
LC-2019-0057287;2019-01-28;2019;SD;F;40;LEVE;SD;
LC-2019-0058954;2019-01-28;2019;SD;F;50;LEVE;SD;
LC-2019-0058636;2019-01-28;2019;SD;F;62;LEVE;SD;
LC-2019-0059155;2019-01-28;2019;SD;F;64;LEVE;SD;
LC-2019-0057661;2019-01-28;2019;SD;F;70;LEVE;SD;
LC-2019-0057906;2019-01-28;2019;SD;F;76;LEVE;SD;
LC-2019-0057668;2019-01-28;2019;SD;F;SD;LEVE;SD;
LC-2019-0058334;2019-01-28;2019;SD;F;SD;LEVE;SD;
LC-2019-0058478;2019-01-28;2019;SD;F;SD;LEVE;SD;
LC-2019-0061975;2019-01-29;2019;SD;F;9;LEVE;SD;
LC-2019-0060076;2019-01-29;2019;SD;F;22;LEVE;SD;
LC-2019-0059847;2019-01-29;2019;SD;F;30;LEVE;SD;
LC-2019-0064934;2019-01-29;2019;SD;F;52;LEVE;SD;
LC-2019-0065618;2019-01-29;2019;SD;F;52;LEVE;SD;
LC-2019-0060254;2019-01-29;2019;SD;F;66;LEVE;SD;
LC-2019-0060161;2019-01-29;2019;SD;F;SD;LEVE;SD;
LC-2019-0060180;2019-01-29;2019;SD;F;SD;LEVE;SD;
LC-2019-0061376;2019-01-29;2019;SD;F;SD;LEVE;SD;
LC-2019-0061590;2019-01-29;2019;SD;F;SD;LEVE;SD;
LC-2019-0063407;2019-01-30;2019;SD;F;27;LEVE;SD;
LC-2019-0064032;2019-01-30;2019;SD;F;35;LEVE;SD;
LC-2019-0078693;2019-01-30;2019;SD;F;47;LEVE;SD;
LC-2019-0065540;2019-01-30;2019;SD;F;57;LEVE;SD;
LC-2019-0063371;2019-01-30;2019;SD;F;62;LEVE;SD;
LC-2019-0063397;2019-01-30;2019;SD;F;63;LEVE;SD;
LC-2019-0062843;2019-01-30;2019;SD;F;SD;LEVE;SD;
LC-2019-0063697;2019-01-30;2019;SD;F;SD;LEVE;SD;
LC-2019-0063697;2019-01-30;2019;SD;F;SD;LEVE;SD;
LC-2019-0064316;2019-01-30;2019;SD;F;SD;LEVE;SD;
LC-2019-0065470;2019-01-31;2019;SD;F;25;LEVE;SD;
LC-2019-0065296;2019-01-31;2019;SD;F;30;LEVE;SD;
LC-2019-0065471;2019-01-31;2019;SD;F;36;LEVE;SD;
LC-2019-0064712;2019-01-31;2019;SD;F;38;LEVE;SD;
LC-2019-0065592;2019-01-31;2019;SD;F;38;LEVE;SD;
LC-2019-0066749;2019-01-31;2019;SD;F;41;LEVE;SD;
LC-2019-0066730;2019-01-31;2019;SD;F;44;LEVE;SD;
LC-2019-0085725;2019-01-31;2019;SD;F;45;LEVE;SD;
LC-2019-0065453;2019-01-31;2019;SD;F;68;LEVE;SD;
LC-2019-0065712;2019-01-31;2019;SD;F;SD;LEVE;SD;
LC-2019-0000815;2019-02-01;2019;SD;F;27;LEVE;SD;
LC-2019-0067527;2019-02-01;2019;SD;F;30;LEVE;SD;
LC-2019-0068985;2019-02-01;2019;SD;F;31;LEVE;SD;
LC-2019-0068429;2019-02-01;2019;SD;F;37;LEVE;SD;
LC-2019-0091600;2019-02-01;2019;SD;F;47;LEVE;SD;
LC-2019-0067385;2019-02-01;2019;SD;F;62;LEVE;SD;
LC-2019-0068508;2019-02-01;2019;SD;F;70;LEVE;SD;
LC-2019-0068508;2019-02-01;2019;SD;F;70;LEVE;SD;
